farm_size_acres,years_farming,crop_diversity,yield_kg_per_acre,yield_consistency,irrigation_score,drought_resistant_crops,soil_quality,monthly_revenue,expense_ratio,savings_amount,existing_loans,repayment_history,seasonal_revenue_variation,market_access_score,value_chain_participation,training_hours,coop_membership_years,advisory_visits,creditworthy
12.142529843551035,23,2,4088.6575909614376,0.9009591529215152,0.3161013115469705,1,0.3527885231949518,36057.9978274956,0.6930911770441708,440.4878649458517,1,0.9605519412056174,0.3171608525910477,0.39912180292909183,0.5682278156666614,16,7,2,0
6.434896125657351,12,4,4197.315707405595,0.8125176073403728,0.05574085358744174,2,0.4752511106995988,50696.046327749435,0.5786209840850681,307205.9281238916,2,0.8918273920529712,0.2733422480871526,0.5630090799437052,0.39842516873946365,47,2,11,0
14.121359906705182,17,4,3382.34810456565,0.8709752284913177,0.609812761548117,0,0.7685207914544512,12074.770200572024,0.6885266708567721,178.64723604608417,2,0.8342526897059019,0.21064891083748047,0.497499490105197,0.9778596338119685,83,7,22,1
33.88694565868619,8,5,3683.92714397295,0.7713831615395181,0.24080381607317325,3,0.9217905375580542,70679.90061137988,0.5711327963948731,222.2476259896681,0,0.8986519036970718,0.48987596818098533,0.9026090864882703,0.507560249110526,85,1,11,0
5.846520075035395,11,4,4615.771149771142,0.8925985856172556,0.38680724205188,1,0.6219593659057738,4159.859560585487,0.44193686927600606,41293.20144214707,2,0.9120051087115371,0.20350065808072781,0.6418482341968402,0.5522677524502678,69,5,16,1
5.846616062669532,29,3,5203.8844371688165,0.9297886070418196,0.08058081228651359,0,0.7248811813919858,4940.608859758028,0.8964019890930073,12413.408544336491,2,0.9679089874257905,0.22371722548921202,0.31879355409096644,0.7123626634428192,6,7,5,1
35.845312863785985,3,1,3860.5537243190006,0.6585745026411264,0.14716325109494532,0,0.4319498969568928,25250.40301556872,0.4635912268162555,383.0135491931925,2,0.9867585041124214,0.16463500070322729,0.7955750847868776,0.4845384811256467,13,0,14,0
15.917748255147648,27,5,3549.8107351485883,0.9331718862296912,0.29797723549584376,5,0.8634767837171797,22592.771251615093,0.4361741919180287,10042.466497974092,1,0.8542962797172734,0.42919225012571627,0.5720886684786217,0.22456861927675142,10,5,1,1
4.620604839036434,6,3,4000.5279588565973,0.8161186127161228,0.08975950056015713,0,0.9771296779474288,10758.23203903643,0.839265374603578,56145.44809435825,1,0.9395483600579687,0.33463576022179575,0.6718027343597086,0.537277846548448,11,8,7,0
12.712173066814993,9,2,4601.206748929115,0.9378663636360898,0.9108262646863152,1,0.4880192530402182,49493.39156821183,0.5509173304464476,2805.883901748854,0,0.9893528667974965,0.3452157025889543,0.9256511989069987,0.9442688708907204,4,9,13,0
4.648675345999612,6,1,2556.145183866458,0.7725206825364058,0.006047043183978418,1,0.6463781661203825,37454.95590927215,0.7251484870367538,539094.3064383055,2,0.7453730014440898,0.4282245647196391,0.47971644224296817,0.4099109881684718,4,9,4,0
4.637939741623569,9,4,1703.8190468627618,0.751616194153214,0.4838602188643114,1,0.36028127735446164,51955.30303607258,0.5645028648311164,94.81014120386746,1,0.705480394482903,0.23716786345195176,0.46818527292852397,0.679640954999673,19,1,2,0
9.411781650729825,7,1,3449.463150508416,0.966024293006889,0.12324745813255145,0,0.6913956595240778,19474.546119162685,0.5957271353972355,11939.970398049738,0,0.9606891318544881,0.1774533701520855,0.4842347529260625,0.9780341888856849,53,0,9,0
1.0905910045854894,9,2,2779.2875740858417,0.7004677070193606,0.30767908947794853,2,0.6519484092926764,40238.52978621657,0.5310564860083983,30731.90585126334,2,0.7585819999741482,0.17936214559756158,0.5366755938817919,0.8299223129834905,54,1,6,0
1.3166388553290882,18,5,3491.8598023526893,0.9376849301144572,0.9260595598182655,5,0.40110553890855427,14105.9178920607,0.5715220028965051,17724.228125142166,0,0.7127436299895402,0.3930479285849038,0.37514778225226975,0.6590341330833237,57,4,10,1
4.211051886489826,12,5,3852.2196811825283,0.7936082290037616,0.16169455327398685,5,0.6094463491826525,171754.03273768764,0.6053502002932716,1980.8643061676787,0,0.7480288412972333,0.34564606178497903,0.7880537625660126,0.7359964883305143,78,5,14,1
2.6836260389870468,8,5,3546.751590976987,0.8056381770205039,0.9658323197183326,2,0.5338732564605942,9773.737591638892,0.7602080345461715,1667.5604616244677,0,0.8152344733731307,0.18253555143283556,0.44517910248039555,0.936483248017075,89,0,1,0
